#Top: chaos_fifo   Floorplan: rtl_1   Part: xcvu9p-flga2104-2L-e
#Generated by: RISHIK NAIR   on: Sun Nov 30 18:39:38 2025
#Build: Vivado v2018.2   by: xbuild   on: Thu Jun 14 20:03:12 MDT 2018
#Package Version: PRODUCTION 1.1 3/7/2017
#Package Pin Delay Version: PRODUCTION 1.0 2/19/2016

################################################################################
#INVALID / INCOMPLETE PINOUT
#There are 33 unassigned signals in this design. The last 33 rows of this file list these signals.
################################################################################

#The following package pin(s) are connected to master PCIE reset pins, and #    should be tied off to a 1.8V standard - 
IO Bank,Pin Number,Site,Site Type,Min Trace Delay (ps),Max Trace Delay (ps),Prohibit,Interface,Signal Name,Direction,DiffPair Type,DiffPair Signal,IO Standard,Drive (mA),Slew Rate,OUTPUT_IMPEDANCE,PRE_EMPHASIS,LVDS_PRE_EMPHASIS,EQUALIZATION,Pull Type,DQS_BIAS,DIFF_TERM,OFFCHIP_TERM,Board Signal,Board Voltage,ODT
,AY4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AY41,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AY44,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AY45,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AY46,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,AY5,,MGTAVTT_RS,,,,,,,,,,,,,,,,,,,,,,
,AY6,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,B19,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,B2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,B29,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,B3,,MGTAVTT_RN,,,,,,,,,,,,,,,,,,,,,,
,B39,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,B4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,B41,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,B44,,MGTAVTT_LN,,,,,,,,,,,,,,,,,,,,,,
,B45,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,B5,,MGTAVTT_RN,,,,,,,,,,,,,,,,,,,,,,
,B6,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,B9,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BA1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BA18,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BA2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BA28,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BA3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BA38,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BA41,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BA42,,MGTAVTT_LS,,,,,,,,,,,,,,,,,,,,,,
,BA43,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BA44,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BA6,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BA8,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BB15,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BB25,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BB3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BB35,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BB4,,MGTAVTT_RS,,,,,,,,,,,,,,,,,,,,,,
,BB41,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BB44,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BB45,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BB46,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BB5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BB6,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BC1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BC12,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BC2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BC22,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BC3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BC32,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BC41,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BC42,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BC43,,MGTAVTT_LS,,,,,,,,,,,,,,,,,,,,,,
,BC44,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BC6,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BD1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BD19,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BD29,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BD39,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BD4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BD41,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BD44,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BD45,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BD46,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BD5,,MGTAVTT_RS,,,,,,,,,,,,,,,,,,,,,,
,BD6,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BD9,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BE16,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BE2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BE26,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BE3,,MGTAVTT_RS,,,,,,,,,,,,,,,,,,,,,,
,BE36,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BE41,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BE42,,MGTAVTT_LS,,,,,,,,,,,,,,,,,,,,,,
,BE43,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BE44,,MGTAVTT_LS,,,,,,,,,,,,,,,,,,,,,,
,BE45,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BE6,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BF13,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BF23,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BF3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BF33,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BF4,,MGTAVTT_RS,,,,,,,,,,,,,,,,,,,,,,
,BF41,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BF44,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BF5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,BF6,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,C1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,C16,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,C2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,C26,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,C3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,C36,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,C41,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,C42,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,C43,,MGTAVTT_LN,,,,,,,,,,,,,,,,,,,,,,
,C44,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,C45,,MGTAVTT_LN,,,,,,,,,,,,,,,,,,,,,,
,C46,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,C6,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,D13,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,D23,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,D3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,D33,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,D4,,MGTAVTT_RN,,,,,,,,,,,,,,,,,,,,,,
,D41,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,D44,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,D45,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,D46,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,D5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,D6,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,E1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,E10,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,E2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,E20,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,E3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,E30,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,E40,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,E41,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,E42,,MGTAVTT_LN,,,,,,,,,,,,,,,,,,,,,,
,E43,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,E44,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,E6,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,E7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,E8,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,F17,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,F27,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,F3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,F37,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,F4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,F41,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,F44,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,F45,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,F46,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,F5,,MGTAVTT_RN,,,,,,,,,,,,,,,,,,,,,,
,F8,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,G1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,G14,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,G2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,G24,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,G3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,G34,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,G41,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,G42,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,G43,,MGTAVTT_LN,,,,,,,,,,,,,,,,,,,,,,
,G44,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,G6,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,G7,,MGTAVTT_RN,,,,,,,,,,,,,,,,,,,,,,
,G8,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,H10,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,H11,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,H21,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,H3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,H31,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,H4,,MGTAVTT_RN,,,,,,,,,,,,,,,,,,,,,,
,H41,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,H44,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,H45,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,H46,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,H5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,H8,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,H9,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,J1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,J10,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,J18,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,J2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,J28,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,J3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,J38,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,J41,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,J42,,MGTAVTT_LN,,,,,,,,,,,,,,,,,,,,,,
,J43,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,J44,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,J6,,MGTAVTT_RN,,,,,,,,,,,,,,,,,,,,,,
,J7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,K10,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,K15,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,K25,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,K3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,K35,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,K39,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,K4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,K40,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,K41,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,K44,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,K45,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,K46,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,K5,,MGTAVTT_RN,,,,,,,,,,,,,,,,,,,,,,
,K8,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,K9,,MGTAVCC_RN,,,,,,,,,,,,,,,,,,,,,,
,L1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,L10,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,L12,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,L2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,L22,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,L3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,L32,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,L39,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,L42,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,L43,,MGTAVTT_LN,,,,,,,,,,,,,,,,,,,,,,
,L44,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,L6,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,L7,,MGTAVTT_RN,,,,,,,,,,,,,,,,,,,,,,
,M10,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M19,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M29,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M39,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M4,,MGTAVTT_RN,,,,,,,,,,,,,,,,,,,,,,
,M40,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M41,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M44,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M45,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M46,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,M8,,MGTAVCC_RN,,,,,,,,,,,,,,,,,,,,,,
,M9,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,N1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,N10,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,N16,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,N2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,N26,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,N3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,N36,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,N39,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,N4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,N42,,MGTAVTT_LN,,,,,,,,,,,,,,,,,,,,,,
,N43,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,N44,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,N5,,MGTAVTT_RN,,,,,,,,,,,,,,,,,,,,,,
,N6,,MGTAVTT_RN,,,,,,,,,,,,,,,,,,,,,,
,N7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P10,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P13,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P23,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P33,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P39,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P40,,MGTAVCC_LN,,,,,,,,,,,,,,,,,,,,,,
,P41,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P44,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P45,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P46,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P8,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,P9,,MGTAVCC_RN,,,,,,,,,,,,,,,,,,,,,,
,R1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,R10,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,R2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,R20,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,R30,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,R37,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,R38,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,R39,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,R42,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,R43,,MGTAVTT_LN,,,,,,,,,,,,,,,,,,,,,,
,R44,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,R5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,R6,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,R7,,MGTAVTT_RN,,,,,,,,,,,,,,,,,,,,,,
,T10,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T17,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T27,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T37,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T40,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T41,,MGTAVTT_LN,,,,,,,,,,,,,,,,,,,,,,
,T44,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T45,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T46,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,T8,,MGTVCCAUX_RN,,,,,,,,,,,,,,,,,,,,,,
,T9,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U14,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U17,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,U18,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U19,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,U2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U20,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U21,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,U22,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U23,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,U24,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U25,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,U26,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U27,,VCCINT_IO,,,,,,,,,,,,,,,,,,,,,,
,U28,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U29,,VCCAUX_IO,,,,,,,,,,,,,,,,,,,,,,
,U34,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U36,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U37,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U38,,MGTAVCC_LN,,,,,,,,,,,,,,,,,,,,,,
,U39,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U42,,MGTAVTT_LN,,,,,,,,,,,,,,,,,,,,,,
,U43,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U44,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,U6,,MGTAVTT_RN,,,,,,,,,,,,,,,,,,,,,,
,U7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V10,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V11,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V17,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V18,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,V19,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V20,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,V21,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V22,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,V23,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V24,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,V25,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V26,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,V27,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V28,,VCCINT_IO,,,,,,,,,,,,,,,,,,,,,,
,V29,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V31,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V35,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V36,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V37,,MGTAVCC_LN,,,,,,,,,,,,,,,,,,,,,,
,V4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V40,,MGTAVTT_LN,,,,,,,,,,,,,,,,,,,,,,
,V41,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V42,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V43,,MGTAVTT_LN,,,,,,,,,,,,,,,,,,,,,,
,V44,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V45,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V46,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V8,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,V9,,MGTVCCAUX_RN,,,,,,,,,,,,,,,,,,,,,,
,W1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,W10,,MGTAVCC_RN,,,,,,,,,,,,,,,,,,,,,,
,W16,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,W17,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,W18,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,W19,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,W2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,W20,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,W21,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,W22,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,W23,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,W24,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,W25,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,W26,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,W27,,VCCINT_IO,,,,,,,,,,,,,,,,,,,,,,
,W28,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,W29,,VCCAUX_IO,,,,,,,,,,,,,,,,,,,,,,
,W30,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,W35,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,W36,,MGTAVCC_LN,,,,,,,,,,,,,,,,,,,,,,
,W37,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,W38,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,W39,,MGTVCCAUX_LN,,,,,,,,,,,,,,,,,,,,,,
,W42,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,W43,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,W44,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,W5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,W6,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,W7,,MGTAVTT_RN,,,,,,,,,,,,,,,,,,,,,,
,Y10,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y15,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y16,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,Y17,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y18,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,Y19,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y20,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,Y21,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y22,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,Y23,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y24,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,Y25,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y26,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,Y27,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y28,,VCCAUX_IO,,,,,,,,,,,,,,,,,,,,,,
,Y29,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y30,,VCCAUX_IO,,,,,,,,,,,,,,,,,,,,,,
,Y35,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y36,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y37,,MGTAVCC_LN,,,,,,,,,,,,,,,,,,,,,,
,Y4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y40,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y41,,MGTAVTT_LN,,,,,,,,,,,,,,,,,,,,,,
,Y42,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y45,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y46,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND,
